userId,movieId,tag,timestamp
18,4141,Mark Waters,4/24/2009 18:19
65,208,dark hero,5/10/2013 1:41
65,353,dark hero,5/10/2013 1:41
65,521,noir thriller,5/10/2013 1:39
65,592,dark hero,5/10/2013 1:41
65,668,bollywood,5/10/2013 1:37
65,898,screwball comedy,5/10/2013 1:42
65,1248,noir thriller,5/10/2013 1:39
65,1391,mars,5/10/2013 1:40
65,1617,neo-noir,5/10/2013 1:43
65,1694,jesus,5/10/2013 1:38
65,1783,noir thriller,5/10/2013 1:39
65,2022,jesus,5/10/2013 1:38
65,2193,dragon,5/10/2013 2:01
65,2353,conspiracy theory,5/10/2013 2:01
65,2662,mars,5/10/2013 1:40
65,2726,noir thriller,5/10/2013 1:39
65,2840,jesus,5/10/2013 1:38
65,3052,jesus,5/10/2013 1:38
65,5135,bollywood,5/10/2013 1:37
65,6539,treasure,5/10/2013 1:39
65,6874,dark hero,5/10/2013 1:41
65,7013,noir thriller,5/10/2013 1:39
65,7318,jesus,5/10/2013 1:38
65,8529,stranded,5/10/2013 1:40
65,8622,conspiracy theory,5/10/2013 2:01
65,27803,Oscar (Best Foreign Language Film),5/10/2011 6:25
65,27866,New Zealand,5/9/2011 16:05
65,48082,surreal,5/9/2011 16:25
65,48082,unusual,5/9/2011 16:25
65,51884,bollywood,5/10/2013 1:37
65,58652,cute,5/9/2011 16:13
65,58652,emotional,5/9/2011 16:13
65,58652,girls who play boys,5/9/2011 16:10
65,58652,Stephen Chow,5/9/2011 16:09
96,106696,animation,3/29/2014 12:51
96,106696,beautiful,3/29/2014 12:51
96,106696,characters,3/29/2014 12:51
96,106696,Disney,3/29/2014 12:51
96,106696,feminist,3/29/2014 12:51
96,106696,Ice,3/29/2014 12:51
96,106696,music,3/29/2014 12:51
96,106696,musical,3/29/2014 12:51
96,106696,pacing,3/29/2014 12:51
96,106696,royalty,3/29/2014 12:52
96,106696,siblings,3/29/2014 12:52
96,106696,storyline,3/29/2014 12:52
96,106696,themes,3/29/2014 12:52
96,106696,unnecessary villain,3/29/2014 12:51
96,106696,voice acting,3/29/2014 12:52
96,106696,writing,3/29/2014 12:52
121,778,dark comedy,3/23/2011 4:00
121,778,drugs,3/23/2011 4:00
121,778,Nudity (Full Frontal - Notable),3/23/2011 4:00
121,778,Nudity (Full Frontal),3/23/2011 4:00
121,1288,Christopher Guest,4/1/2011 6:49
121,1288,comedy,4/1/2011 6:48
121,1288,music business,4/1/2011 6:48
121,1288,rock and roll,4/1/2011 6:48
121,1288,satire,4/1/2011 6:48
121,1288,witty,4/1/2011 6:48
121,2706,Nudity (Topless - Notable),3/22/2011 4:21
121,2706,Nudity (Topless),3/22/2011 4:21
121,2706,sexuality,3/22/2011 4:21
121,2706,teen comedy,3/22/2011 4:21
121,4718,Nudity (Topless),3/22/2011 4:21
121,4718,sexuality,3/22/2011 4:21
121,5283,College Humor,3/22/2011 4:22
121,5283,Nudity (Topless),3/22/2011 4:22
121,5283,R,3/22/2011 4:22
121,5283,Ryan Reynolds,3/22/2011 4:22
121,5283,Teen movie,3/22/2011 4:22
121,6188,college,3/22/2011 4:23
121,6188,Nudity (Topless),3/22/2011 4:23
121,6188,Seann William Scott,3/22/2011 4:23
121,6188,Vince Vaughn,3/22/2011 4:23
121,6188,Will Ferrell,3/22/2011 4:23
121,8641,Funniest Movies,3/22/2011 4:24
121,8641,hilarious,3/22/2011 4:24
121,8641,One of the worst movies of all time,3/22/2011 4:24
121,8641,seen more than once,3/22/2011 4:24
121,8641,Steve Carell,3/22/2011 4:24
121,8641,Vince Vaughn,3/22/2011 4:24
121,8641,Will Ferrell,3/22/2011 4:24
121,35836,comedy,3/27/2011 3:48
121,35836,crude humor,3/27/2011 3:48
121,35836,Nudity (Topless - Notable),3/27/2011 3:48
121,35836,Nudity (Topless),3/27/2011 3:48
121,35836,Seth Rogen,3/27/2011 3:49
121,35836,sex,3/27/2011 3:48
121,35836,sex comedy,3/27/2011 3:48
121,35836,Steve Carell,3/27/2011 3:48
121,36529,arms dealer,3/23/2011 4:04
121,36529,dark comedy,3/23/2011 4:04
121,36529,drugs,3/23/2011 4:04
121,36529,Nicolas Cage,3/23/2011 4:04
121,36529,Nudity (Topless),3/23/2011 4:04
121,46970,Below R,3/22/2011 4:25
121,46970,Tarantino,3/22/2011 4:25
121,46970,Will Ferrell,3/22/2011 4:25
121,52973,drugs,3/22/2011 4:20
121,52973,Nudity (Topless - Brief),3/22/2011 4:20
121,52973,Nudity (Topless),3/22/2011 4:20
121,54503,crude humor,3/22/2011 4:20
121,54503,Highly quotable,3/22/2011 4:20
121,54503,pornography,3/22/2011 4:21
121,54503,Teen movie,3/22/2011 4:20
121,54503,virginity,3/22/2011 4:20
121,59900,Adam Sandler,3/28/2011 4:07
121,59900,Below R,3/28/2011 4:07
121,59900,exaggerated,3/28/2011 4:07
121,59900,Israeli/Palestinian conflict,3/28/2011 4:07
121,59900,over the top,3/28/2011 4:07
121,60756,comedy,3/22/2011 4:24
121,60756,Seth Rogen,3/22/2011 4:23
121,60756,will ferrell,3/22/2011 4:24
121,68073,1960s,4/1/2011 6:46
121,68073,Bill Nighy,4/1/2011 6:46
121,68073,meandering,4/1/2011 6:46
121,68073,Philip Seymour Hoffman,4/1/2011 6:46
121,68073,pirate radio,4/1/2011 6:46
121,68073,rock and roll,4/1/2011 6:46
121,68073,soundtrack,4/1/2011 6:47
121,80693,mental illness,3/29/2011 4:51
121,80693,Zach Galifianakis,3/29/2011 4:51
129,104,Adam Sandler,2/8/2011 5:57
129,104,golf,2/8/2011 5:57
129,104,sports,2/8/2011 5:57
129,1359,Arnold Schwarzenegger,1/8/2011 20:28
129,1359,christmas movie,1/8/2011 20:28
129,1359,Xmas theme(?),1/8/2011 20:28
129,2335,Adam Sandler,2/8/2011 5:57
129,2335,American football,2/8/2011 5:57
129,2335,football,2/8/2011 5:57
129,2335,sport:American football,2/8/2011 5:57
129,2706,high school,3/6/2011 23:14
129,2706,Nudity (Topless - Notable),3/6/2011 23:14
129,2706,Nudity (Topless),3/6/2011 23:15
129,2706,sexuality,3/6/2011 23:14
129,2706,teen comedy,3/6/2011 23:15
129,2706,Teen movie,3/6/2011 23:15
129,2706,virginity,3/6/2011 23:14
129,3556,great ending,3/14/2011 3:17
129,3556,high school,3/14/2011 3:17
129,3556,lyrical,3/14/2011 3:18
129,3556,melancholy,3/14/2011 3:17
129,3556,psychology,3/14/2011 3:17
129,3556,reflective,3/14/2011 3:18
129,3556,suburbia,3/14/2011 3:17
129,3556,suicide,3/14/2011 3:17
129,3556,visually appealing,3/14/2011 3:17
129,4247,David Spade,2/8/2011 5:56
129,4247,fuck you it's funny,2/8/2011 5:56
129,4247,movie to see,2/8/2011 5:56
129,4732,stupid :),2/8/2011 5:56
129,4878,alternate timeline,4/4/2011 3:10
129,4878,cult classic,4/4/2011 3:10
129,4878,cult film,4/4/2011 3:10
129,4878,high school,4/4/2011 3:10
129,4878,mental illness,4/4/2011 3:10
129,4878,music,4/4/2011 3:11
129,4878,psychology,4/4/2011 3:10
129,4878,sci-fi,4/4/2011 3:11
129,4878,surreal,4/4/2011 3:11
129,4878,thought-provoking,4/4/2011 3:10
129,4878,time travel,4/4/2011 3:10
129,5449,Adam Sandler,2/8/2011 5:57
129,5449,Al Sharpton,2/8/2011 5:57
129,5449,Winona Ryder,2/8/2011 5:57
129,8528,Ben Stiller,2/8/2011 5:58
129,8528,comedy,2/8/2011 5:58
129,8528,funny,2/8/2011 5:58
129,8528,Funny as hell,2/8/2011 5:58
129,8528,Idiotic,2/8/2011 5:58
129,8528,seen more than once,2/8/2011 5:58
129,8528,sports,2/8/2011 5:58
129,8528,Vince Vaughn,2/8/2011 5:58
129,8528,wasted potential,2/8/2011 5:58
129,8641,Ben Stiller,2/8/2011 5:55
129,8641,Judd Apatow movie,2/8/2011 5:55
129,8641,Paul Rudd,2/8/2011 5:55
129,8641,Seth Rogen,2/8/2011 5:55
129,8641,Steve Carell,2/8/2011 5:55
129,8641,Steve Carrell,2/8/2011 5:55
129,33880,avante garde,1/24/2011 2:14
129,33880,bittersweet,1/24/2011 2:14
129,33880,deadpan,1/24/2011 2:14
129,33880,FATHERS AND SONS,1/24/2011 2:14
129,33880,independent film,1/24/2011 2:14
129,33880,Indie,1/24/2011 2:14
129,33880,irreverent,1/24/2011 2:14
129,33880,SEXUAL AWAKENING,1/24/2011 2:14
129,33880,unique,1/24/2011 2:14
129,33880,weird,1/24/2011 2:14
129,52952,coming of age,3/1/2011 0:52
129,52952,friendship,3/1/2011 0:52
129,52952,tattoo,3/1/2011 0:52
129,52952,teenager,3/1/2011 0:52
129,55280,delusion,2/5/2011 21:06
129,55280,delusional,2/5/2011 21:06
129,55280,dork people,2/5/2011 21:06
129,55280,emotional,2/5/2011 21:06
129,55280,family affair,2/5/2011 21:06
129,55280,mental illness,2/5/2011 21:05
129,55280,real doll,2/5/2011 21:06
129,55280,small town,2/5/2011 21:05
129,60756,brother-brother relationship,2/8/2011 5:55
129,60756,ending,2/8/2011 5:55
129,60756,Highly quotable,2/8/2011 5:55
129,60756,let down,2/8/2011 5:55
129,60756,movie to see,2/8/2011 5:55
129,60756,Seth Rogen,2/8/2011 5:55
129,60756,will ferrell,2/8/2011 5:55
129,61132,Ben Stiller,2/8/2011 5:54
129,61132,Hollywood,2/8/2011 5:54
129,61132,irreverent,2/8/2011 5:54
129,61132,Jack Black,2/8/2011 5:54
129,61132,Robert Downey Jr.,2/8/2011 5:54
129,61132,satire,2/8/2011 5:54
129,61132,Tom Cruise,2/8/2011 5:54
129,61132,Vietnam War,2/8/2011 5:54
129,80094,handcam-real style,1/8/2011 16:42
129,80350,funny,1/17/2011 21:16
129,80350,parody,1/17/2011 21:17
129,80350,vampires,1/17/2011 21:17
129,80489,action,1/17/2011 21:15
129,80489,Criminal = good Police = bad,1/17/2011 21:14
129,80489,one dimensional characters except for Affleck. Ending trite.,1/17/2011 21:14
129,80489,too much love interest,1/17/2011 21:15
129,80549,Emma Stone,1/17/2011 21:15
129,80549,funny dialogues,1/17/2011 21:15
129,80549,plot,1/17/2011 21:15
129,80549,sexuality,1/17/2011 21:15
129,80549,typical,1/17/2011 21:15
129,80549,Unreal reactions,1/17/2011 21:15
129,80846,plot twist,3/6/2011 23:14
129,80862,documentary,1/24/2011 2:15
129,80862,makes you think,1/24/2011 2:15
129,80862,Not what was expected but still good,1/24/2011 2:15
129,80862,social networking,1/24/2011 2:15
129,81537,drug use,2/8/2011 5:54
129,81537,road trip,2/8/2011 5:54
129,81537,Robert Downey Jr.,2/8/2011 5:54
129,81537,Zach Galifianakis,2/8/2011 5:54
129,81834,boring,11/26/2010 3:54
129,81834,camping trip,11/26/2010 3:54
129,81834,emma watson,11/26/2010 3:54
133,4973,beautifully filmed,4/11/2014 18:30
133,4973,quirky,4/11/2014 18:30
133,4973,romance,4/11/2014 18:30
133,4973,stylized,4/11/2014 18:30
133,4973,visually appealing,4/11/2014 18:30
133,4973,whimsical,4/11/2014 18:30
133,7158,culture clash,4/13/2014 5:32
133,7158,heartbreaking,4/13/2014 5:32
133,7158,intense,4/13/2014 5:32
133,7158,sad but good,4/13/2014 5:33
190,1270,Steven Spielberg,2/12/2012 19:29
190,1270,time travel,2/12/2012 19:29
